chrom	start	end	gene	cov	strand	numSamples	clusters
NC_005823.1	896155	896799	LIC_RS03795	6	+	3	1201
NC_005823.1	897028	897559	unaware	4	+	1	1202
NC_005823.1	897128	897559	unaware	2	+	1	1203
NC_005823.1	897263	897559	unaware	2	+	1	1204
NC_005823.1	898060	898482	unaware	2	+	1	1205
NC_005823.1	898241	898817	LIC_RS03810	1	+	1	1206
NC_005823.1	898595	899084	LIC_RS03810	1	+	2	1207
NC_005823.1	898708	898903	LIC_RS03810	1	+	1	1208
NC_005823.1	898780	900200	unaware	9	+	4	1209
NC_005823.1	899424	900158	LIC_RS03815	12	+	4	1210
NC_005823.1	899515	900430	LIC_RS03815	10	+	2	1211
NC_005823.1	899589	900271	unaware	13	+	2	1212
NC_005823.1	900662	901256	LIC_RS03820	1	+	1	1213
NC_005823.1	900871	901369	LIC_RS03820	4	+	2	1214
NC_005823.1	900919	901177	LIC_RS03820	1	+	1	1215
NC_005823.1	901095	901396	LIC_RS03820	1	+	1	1216
NC_005823.1	902084	902594	LIC_RS03825	36	+	5	1217
NC_005823.1	902636	903204	LIC_RS03830	1	+	1	1218
NC_005823.1	902824	903319	LIC_RS03830	1	+	1	1219
NC_005823.1	902996	903361	LIC_RS03830	1	+	1	1220
NC_005823.1	903581	903998	unaware	43	+	4	1221
NC_005823.1	906594	906749	unaware	2	+	2	1222
NC_005823.1	907095	907312	unaware	3	+	1	1223
NC_005823.1	908042	908197	LIC_RS23110	500	+	7	1224
NC_005823.1	908460	908647	unaware	31	+	3	1225
NC_005823.1	909051	909754	LIC_RS03870:unaware:LIC_RS03865:LIC_RS03865:LIC_RS03865:LIC_RS03865:LIC_RS03865:LIC_RS03865:LIC_RS03870	49	+	9	1226
NC_005823.1	909187	910059	LIC_RS03870	1	+	1	1227
NC_005823.1	909277	909596	LIC_RS03870	140	+	4	1228
NC_005823.1	909455	910872	LIC_RS03875	1	+	1	1229
NC_005823.1	909607	909863	LIC_RS03875	5	+	1	1230
NC_005823.1	909777	910301	LIC_RS03875	79	+	1	1231
NC_005823.1	910073	910697	LIC_RS03880	148	+	5	1232
NC_005823.1	911555	912498	LIC_RS03890	542	+	6	1233
NC_005823.1	911586	912858	LIC_RS03890	20	+	1	1234
NC_005823.1	912178	912731	LIC_RS03895	118	+	4	1235
NC_005823.1	914411	916371	LIC_RS03900	1	+	1	1236
NC_005823.1	915693	916558	LIC_RS03900	1	+	1	1237
NC_005823.1	915747	916529	LIC_RS03900	78	+	7	1238
NC_005823.1	916295	916541	unaware	197	+	2	1239
NC_005823.1	918750	919355	unaware	15	+	1	1240
NC_005823.1	919410	920247	unaware	2	+	1	1241
NC_005823.1	920480	920826	LIC_RS03905	235	+	5	1242
NC_005823.1	920627	921396	LIC_RS03910	1	+	2	1243
NC_005823.1	920684	921375	LIC_RS03910	1	+	1	1244
NC_005823.1	920797	920963	LIC_RS03910	1	+	1	1245
NC_005823.1	920874	921098	LIC_RS03910	219	+	6	1246
NC_005823.1	922523	922723	unaware	13	+	3	1247
NC_005823.1	922713	923109	unaware	19	+	4	1248
NC_005823.1	923464	924408	LIC_RS03940	1	+	1	1249
NC_005823.1	923720	924629	LIC_RS03940	1	+	1	1250
NC_005823.1	923968	925402	LIC_RS03940	1	+	1	1251
NC_005823.1	924255	925047	unaware	49	+	6	1252
NC_005823.1	925856	926564	LIC_RS03950:LIC_RS03945:LIC_RS03945	173	+	6	1253
NC_005823.1	926016	926756	LIC_RS03950	1	+	1	1254
NC_005823.1	926067	926319	LIC_RS03950	1	+	1	1255
NC_005823.1	926572	926881	LIC_RS03955	1	+	1	1256
NC_005823.1	926645	927316	LIC_RS03955	1	+	1	1257
NC_005823.1	928077	928812	unaware	8	+	3	1258
NC_005823.1	928319	929279	unaware:LIC_RS03960	45	+	3	1259
NC_005823.1	929264	930470	LIC_RS03960	1	+	1	1260
NC_005823.1	930448	930762	LIC_RS03965	2	+	1	1261
NC_005823.1	930526	931395	unaware	38	+	3	1262
NC_005823.1	931637	931824	unaware	17	+	2	1263
NC_005823.1	932334	932883	unaware	2	+	1	1264
NC_005823.1	932944	934115	LIC_RS03980	2	+	1	1265
NC_005823.1	932969	935411	LIC_RS03980	3	+	1	1266
NC_005823.1	932998	933242	LIC_RS03980	1	+	1	1267
NC_005823.1	933073	933411	LIC_RS03980	2	+	1	1268
NC_005823.1	933122	934040	unaware	70	+	5	1269
NC_005823.1	934516	934977	LIC_RS03985	2	+	1	1270
NC_005823.1	935891	937126	LIC_RS03990	2	+	1	1271
NC_005823.1	937222	937500	LIC_RS03995	2	+	1	1272
NC_005823.1	938137	939008	unaware:LIC_RS04000:unaware	36	+	6	1273
NC_005823.1	941128	941562	unaware	2	+	1	1274
NC_005823.1	941196	941481	unaware	8	+	4	1275
NC_005823.1	941814	942075	unaware	3	+	1	1276
NC_005823.1	942525	943063	unaware	2	+	2	1277
NC_005823.1	942772	942883	unaware	2	+	1	1278
NC_005823.1	943119	944324	LIC_RS04015	6	+	2	1279
NC_005823.1	943462	944066	unaware	2	+	1	1280
NC_005823.1	943522	944643	LIC_RS04020	8	+	1	1281
NC_005823.1	943695	944508	LIC_RS04020	1	+	1	1282
NC_005823.1	944073	944676	LIC_RS04020	1	+	1	1283
NC_005823.1	944705	945267	unaware	2	+	1	1284
NC_005823.1	945869	946345	unaware	2	+	1	1285
NC_005823.1	946098	946447	unaware	2	+	3	1286
NC_005823.1	947015	947207	unaware	11	+	5	1287
NC_005823.1	950443	951143	LIC_RS04045	1	+	1	1288
NC_005823.1	950511	951205	LIC_RS04045	1	+	1	1289
NC_005823.1	950581	951330	LIC_RS04045	2	+	3	1290
NC_005823.1	950928	951326	LIC_RS04045	2	+	2	1291
NC_005823.1	951406	951794	unaware	3	+	1	1292
NC_005823.1	953033	953561	LIC_RS23290	1	+	1	1293
NC_005823.1	953178	953497	LIC_RS23290	1	+	2	1294
NC_005823.1	953565	954026	unaware	4	+	3	1295
NC_005823.1	953629	953951	unaware	2	+	1	1296
NC_005823.1	954159	954694	LIC_RS04060	104	+	6	1297
NC_005823.1	954294	954903	LIC_RS04060:LIC_RS04065	143	+	7	1298
NC_005823.1	954344	955630	LIC_RS04065	1	+	1	1299
NC_005823.1	955030	955883	LIC_RS04065	71	+	3	1300
NC_005823.1	956136	956659	LIC_RS04070	146	+	5	1301
NC_005823.1	961261	961927	unaware	4	+	2	1302
NC_005823.1	961346	961653	unaware	12	+	2	1303
NC_005823.1	961409	961861	LIC_RS04080	34	+	7	1304
NC_005823.1	961714	962114	LIC_RS04085	1	+	1	1305
NC_005823.1	961913	962263	LIC_RS04085	1	+	1	1306
NC_005823.1	962851	963830	unaware	3	+	1	1307
NC_005823.1	963181	963854	LIC_RS04090	5	+	1	1308
NC_005823.1	963203	964177	LIC_RS04090	7	+	3	1309
NC_005823.1	964078	964378	unaware	2	+	1	1310
NC_005823.1	964493	964668	unaware	2	+	1	1311
NC_005823.1	964912	965263	unaware	3	+	3	1312
NC_005823.1	965749	966677	unaware	2	+	1	1313
NC_005823.1	965890	966878	LIC_RS04110	12	+	6	1314
NC_005823.1	968864	969791	unaware	2	+	2	1315
NC_005823.1	969644	971029	unaware	6	+	1	1316
NC_005823.1	970136	970777	unaware	3	+	1	1317
NC_005823.1	970232	970850	LIC_RS04140	6	+	3	1318
NC_005823.1	970895	971127	unaware	10	+	2	1319
NC_005823.1	971454	971926	LIC_RS04145	3	+	2	1320
NC_005823.1	972143	972748	LIC_RS04150	1	+	1	1321
NC_005823.1	972195	973650	LIC_RS04150	1	+	1	1322
NC_005823.1	972241	973663	LIC_RS04150	2	+	1	1323
NC_005823.1	972305	973562	LIC_RS04150	1	+	2	1324
NC_005823.1	972371	973542	LIC_RS04150	6	+	1	1325
NC_005823.1	973914	974541	LIC_RS04160	1	+	1	1326
NC_005823.1	974244	974474	LIC_RS04160	1	+	1	1327
NC_005823.1	975337	975672	LIC_RS04165	3	+	1	1328
NC_005823.1	975551	976285	LIC_RS04165	4	+	4	1329
NC_005823.1	975923	976776	unaware	6	+	2	1330
NC_005823.1	976630	976940	unaware	3	+	1	1331
NC_005823.1	978437	978587	unaware	3	+	1	1332
NC_005823.1	978527	978929	unaware	2	+	2	1333
NC_005823.1	979910	980226	unaware	2	+	1	1334
NC_005823.1	979954	980338	unaware	2	+	1	1335
NC_005823.1	980015	981200	LIC_RS04180	6	+	4	1336
NC_005823.1	982040	982654	unaware	2	+	1	1337
NC_005823.1	982202	983099	unaware	2	+	1	1338
NC_005823.1	985015	985485	unaware	12	+	3	1339
NC_005823.1	985596	987219	LIC_RS22450	1	+	1	1340
NC_005823.1	985966	986780	LIC_RS22450	1	+	1	1341
NC_005823.1	986213	986631	unaware:LIC_RS22450	7	+	3	1342
NC_005823.1	986563	986781	LIC_RS22450	1	+	1	1343
NC_005823.1	986596	987397	LIC_RS22450	1	+	1	1344
NC_005823.1	986696	987636	unaware	3	+	1	1345
NC_005823.1	986796	987170	unaware	4	+	1	1346
NC_005823.1	987865	988203	LIC_RS04220	113	+	5	1347
NC_005823.1	988801	989419	LIC_RS04225	22	+	5	1348
NC_005823.1	988879	989884	LIC_RS04225	3	+	1	1349
NC_005823.1	990371	991187	unaware	4	+	1	1350
NC_005823.1	991219	991610	unaware	2	+	1	1351
NC_005823.1	992345	992606	unaware	9	+	3	1352
NC_005823.1	992494	992917	unaware	6	+	1	1353
NC_005823.1	995940	996156	unaware	2	+	1	1354
NC_005823.1	997159	998321	LIC_RS04255	3	+	2	1355
NC_005823.1	997222	998089	LIC_RS04255	2	+	3	1356
NC_005823.1	998299	998634	unaware	4	+	2	1357
NC_005823.1	999352	999927	unaware	2	+	1	1358
NC_005823.1	1000090	1001287	unaware	2	+	1	1359
NC_005823.1	1002709	1003152	unaware	2	+	1	1360
NC_005823.1	1003093	1003498	unaware	59	+	4	1361
NC_005823.1	1003636	1005059	LIC_RS04265	1	+	1	1362
NC_005823.1	1004731	1005135	LIC_RS04265	1	+	1	1363
NC_005823.1	1004962	1005950	LIC_RS04265	1	+	1	1364
NC_005823.1	1006861	1007459	unaware	4	+	1	1365
NC_005823.1	1007998	1008233	unaware	2	+	1	1366
NC_005823.1	1008708	1009060	unaware	3	+	2	1367
NC_005823.1	1010659	1011320	unaware	3	+	2	1368
NC_005823.1	1012028	1013206	unaware	2	+	1	1369
NC_005823.1	1012055	1012312	unaware:LIC_RS04295	2	+	2	1370
NC_005823.1	1012204	1012513	LIC_RS04295	1	+	1	1371
NC_005823.1	1012253	1013114	LIC_RS04295	9	+	5	1372
NC_005823.1	1013277	1014094	LIC_RS04300	7	+	1	1373
NC_005823.1	1014127	1015269	LIC_RS04305	8	+	5	1374
NC_005823.1	1014237	1015208	LIC_RS04310	2	+	1	1375
NC_005823.1	1015651	1015839	unaware	2	+	1	1376
NC_005823.1	1015979	1016327	LIC_RS04315	1	+	1	1377
NC_005823.1	1016037	1016349	LIC_RS04315	4	+	2	1378
NC_005823.1	1016069	1017117	LIC_RS04315	7	+	1	1379
NC_005823.1	1016337	1017095	unaware	6	+	1	1380
NC_005823.1	1018211	1019009	LIC_RS04320	13	+	6	1381
NC_005823.1	1019231	1019515	unaware	4	+	1	1382
NC_005823.1	1019285	1020125	unaware	6	+	1	1383
NC_005823.1	1019682	1019964	unaware	7	+	2	1384
NC_005823.1	1020736	1021459	unaware	2	+	1	1385
NC_005823.1	1020874	1021685	LIC_RS04340	1	+	1	1386
NC_005823.1	1021165	1021719	LIC_RS04340	1	+	1	1387
NC_005823.1	1021377	1021736	LIC_RS04340	1	+	1	1388
NC_005823.1	1021414	1021685	LIC_RS04340	1	+	1	1389
NC_005823.1	1021484	1021780	LIC_RS04340	1	+	1	1390
NC_005823.1	1021648	1022313	unaware	42	+	5	1391
NC_005823.1	1022115	1022821	LIC_RS04345	37	+	2	1392
NC_005823.1	1022224	1022749	LIC_RS04345	1	+	1	1393
NC_005823.1	1022338	1022749	LIC_RS04345	26	+	2	1394
NC_005823.1	1023190	1023393	LIC_RS04350	2	+	1	1395
NC_005823.1	1023231	1023388	LIC_RS04350	1	+	1	1396
NC_005823.1	1023840	1024614	LIC_RS04355	13	+	2	1397
NC_005823.1	1023994	1024438	LIC_RS04355	2	+	1	1398
NC_005823.1	1024985	1025598	LIC_RS04360	44	+	5	1399
NC_005823.1	1025116	1025365	LIC_RS04360	1	+	1	1400
NC_005823.1	1025531	1026341	LIC_RS04365	65	+	5	1401
NC_005823.1	1026258	1027301	LIC_RS04380	139	+	7	1402
NC_005823.1	1026847	1027760	unaware	615	+	1	1403
NC_005823.1	1027009	1027760	LIC_RS04385	238	+	2	1404
NC_005823.1	1027307	1027793	LIC_RS04385	201	+	2	1405
NC_005823.1	1027348	1028552	LIC_RS04395:LIC_RS04385	1	+	2	1406
NC_005823.1	1027892	1028015	LIC_RS04390	193	+	2	1407
NC_005823.1	1028030	1028932	LIC_RS04395	1	+	1	1408
NC_005823.1	1028244	1029034	LIC_RS04395	1	+	1	1409
NC_005823.1	1028676	1029158	LIC_RS04395	14	+	1	1410
NC_005823.1	1029548	1030045	LIC_RS04405	1	+	1	1411
NC_005823.1	1029849	1030037	LIC_RS04405	2	+	2	1412
NC_005823.1	1030411	1031827	unaware	10	+	2	1413
NC_005823.1	1030515	1031357	LIC_RS04410:unaware	7	+	2	1414
NC_005823.1	1030892	1031389	LIC_RS04410	21	+	5	1415
NC_005823.1	1031394	1032233	LIC_RS04415	1	+	1	1416
NC_005823.1	1031949	1032516	LIC_RS04415	21	+	2	1417
NC_005823.1	1031997	1032227	LIC_RS04415	1	+	1	1418
NC_005823.1	1032031	1032385	LIC_RS04415	1	+	1	1419
NC_005823.1	1033686	1034293	LIC_RS04420	43	+	3	1420
NC_005823.1	1035314	1035645	LIC_RS04425	37	+	4	1421
NC_005823.1	1036604	1036782	LIC_RS04430	29	+	2	1422
NC_005823.1	1037047	1037918	unaware	2	+	1	1423
NC_005823.1	1037959	1038213	unaware:LIC_RS04440	17	+	2	1424
NC_005823.1	1038192	1038789	LIC_RS04440	24	+	4	1425
NC_005823.1	1038304	1038875	unaware	3	+	1	1426
NC_005823.1	1040096	1040954	LIC_RS04445	1	+	1	1427
NC_005823.1	1040276	1041042	LIC_RS04445	1	+	1	1428
NC_005823.1	1041394	1041621	unaware	3	+	1	1429
NC_005823.1	1042477	1042932	LIC_RS04450	14	+	2	1430
NC_005823.1	1043832	1044709	LIC_RS04460	5	+	4	1431
NC_005823.1	1043915	1044186	LIC_RS04460	1	+	1	1432
NC_005823.1	1044137	1045047	unaware	2	+	1	1433
NC_005823.1	1046463	1047622	LIC_RS04480	3	+	2	1434
NC_005823.1	1048360	1049981	LIC_RS04490	1	+	1	1435
NC_005823.1	1048713	1049695	LIC_RS04490	1	+	1	1436
NC_005823.1	1048890	1049376	LIC_RS04490	1	+	1	1437
NC_005823.1	1049277	1050167	LIC_RS04490	2	+	2	1438
NC_005823.1	1049346	1049822	LIC_RS04490	1	+	1	1439
NC_005823.1	1049522	1049981	unaware	2	+	1	1440
NC_005823.1	1050008	1050279	unaware	2	+	2	1441
NC_005823.1	1050541	1050879	unaware	3	+	1	1442
NC_005823.1	1050700	1051304	unaware	2	+	1	1443
NC_005823.1	1051665	1052254	unaware	2	+	1	1444
NC_005823.1	1053554	1054609	unaware	2	+	1	1445
NC_005823.1	1053854	1054056	unaware	15	+	1	1446
NC_005823.1	1055444	1056173	unaware	3	+	1	1447
NC_005823.1	1055604	1056153	LIC_RS04515	266	+	6	1448
NC_005823.1	1056456	1056819	unaware	191	+	5	1449
NC_005823.1	1058356	1059745	LIC_RS04525	1	+	1	1450
NC_005823.1	1058647	1060274	LIC_RS04525	1	+	1	1451
NC_005823.1	1058969	1060123	LIC_RS04525	1	+	1	1452
NC_005823.1	1059489	1060760	LIC_RS04530	1	+	1	1453
NC_005823.1	1060284	1061176	LIC_RS04530	1	+	1	1454
NC_005823.1	1060739	1061523	LIC_RS04535	2	+	2	1455
NC_005823.1	1060959	1062600	LIC_RS04535	1	+	1	1456
NC_005823.1	1061166	1062600	LIC_RS04535	1	+	1	1457
NC_005823.1	1061299	1061772	unaware	4	+	1	1458
NC_005823.1	1062174	1063133	LIC_RS04545	1	+	1	1459
NC_005823.1	1062526	1063423	LIC_RS04545	1	+	1	1460
NC_005823.1	1062758	1063579	LIC_RS04545	80	+	1	1461
NC_005823.1	1063014	1063545	LIC_RS04545	1	+	1	1462
NC_005823.1	1063521	1064309	LIC_RS04550	2	+	1	1463
NC_005823.1	1063631	1064588	LIC_RS04550	15	+	2	1464
NC_005823.1	1064085	1064991	LIC_RS22475	1	+	1	1465
NC_005823.1	1064435	1064911	LIC_RS22475	1	+	1	1466
NC_005823.1	1066551	1067117	unaware	7	+	2	1467
NC_005823.1	1068672	1068929	unaware	2	+	1	1468
NC_005823.1	1068793	1069366	LIC_RS04565	1	+	1	1469
NC_005823.1	1069174	1069693	LIC_RS04565:unaware:unaware	64	+	9	1470
NC_005823.1	1070235	1070641	LIC_RS20365	5	+	1	1471
NC_005823.1	1071445	1071726	unaware	3	+	1	1472
NC_005823.1	1071722	1071873	unaware	3	+	1	1473
NC_005823.1	1071764	1072142	unaware	2	+	1	1474
NC_005823.1	1071785	1072084	unaware	7	+	1	1475
NC_005823.1	1072380	1072597	unaware	3	+	1	1476
NC_005823.1	1073325	1073480	unaware	496	+	7	1477
NC_005823.1	1074512	1074946	unaware	2	+	1	1478
NC_005823.1	1075989	1076634	unaware	4	+	3	1479
NC_005823.1	1084036	1084435	unaware	2	+	1	1480
NC_005823.1	1084765	1085328	unaware	5	+	2	1481
NC_005823.1	1086327	1087079	unaware	5	+	2	1482
NC_005823.1	1086662	1088528	unaware	17	+	1	1483
NC_005823.1	1086860	1087696	LIC_RS04660	3	+	2	1484
NC_005823.1	1087365	1088503	unaware	14	+	1	1485
NC_005823.1	1087558	1088082	unaware	4	+	1	1486
NC_005823.1	1087926	1088423	unaware	58	+	3	1487
NC_005823.1	1090020	1090357	unaware	5	+	4	1488
NC_005823.1	1090054	1091202	LIC_RS04675:unaware	62	+	5	1489
NC_005823.1	1090246	1090627	LIC_RS04675	19	+	1	1490
NC_005823.1	1090663	1091941	LIC_RS04680	1	+	1	1491
NC_005823.1	1091525	1091893	LIC_RS04680	19	+	5	1492
NC_005823.1	1092644	1092970	unaware	2	+	1	1493
NC_005823.1	1095068	1095558	unaware	3	+	1	1494
NC_005823.1	1096089	1096304	LIC_RS22495	1	+	1	1495
NC_005823.1	1096196	1096733	LIC_RS22495	1	+	1	1496
NC_005823.1	1096221	1096877	LIC_RS22495:unaware	4	+	4	1497
NC_005823.1	1096570	1097181	LIC_RS04710	31	+	4	1498
NC_005823.1	1097094	1097508	unaware	21	+	2	1499
NC_005823.1	1098499	1098928	LIC_RS04715	1	+	1	1500
NC_005823.1	1098665	1099366	LIC_RS04715:unaware:unaware:unaware	27	+	5	1501
NC_005823.1	1099601	1100122	unaware	71	+	4	1502
NC_005823.1	1101273	1101767	unaware	4	+	1	1503
NC_005823.1	1101674	1102442	LIC_RS04730	10	+	4	1504
NC_005823.1	1101906	1102381	LIC_RS04735	1	+	1	1505
NC_005823.1	1102120	1102916	LIC_RS04735	5	+	3	1506
NC_005823.1	1102267	1102519	LIC_RS04735	1	+	1	1507
NC_005823.1	1102417	1102610	unaware	3	+	1	1508
NC_005823.1	1104136	1104378	unaware	3	+	1	1509
NC_005823.1	1105240	1105499	LIC_RS04750:unaware	2	+	2	1510
NC_005823.1	1105468	1106239	LIC_RS04750	3	+	3	1511
NC_005823.1	1105507	1106256	LIC_RS04750	4	+	3	1512
NC_005823.1	1106057	1106858	unaware	3	+	1	1513
NC_005823.1	1107521	1107828	unaware	2	+	1	1514
NC_005823.1	1107873	1109529	unaware	11	+	1	1515
NC_005823.1	1108716	1109547	unaware	14	+	1	1516
NC_005823.1	1108781	1109055	LIC_RS04755	51	+	4	1517
NC_005823.1	1109258	1110238	LIC_RS04765	2	+	1	1518
NC_005823.1	1111647	1112093	unaware	2	+	1	1519
NC_005823.1	1113201	1113597	unaware	2	+	1	1520
NC_005823.1	1113242	1113358	unaware	2	+	1	1521
NC_005823.1	1114013	1114595	unaware	4	+	1	1522
NC_005823.1	1114433	1114708	unaware	104	+	5	1523
NC_005823.1	1114566	1114737	unaware	3142	+	5	1524
NC_005823.1	1117790	1117961	LIC_RS04790	12	+	5	1525
NC_005823.1	1117897	1118053	unaware	17	+	2	1526
NC_005823.1	1117986	1118511	unaware	2	+	1	1527
NC_005823.1	1120541	1120984	unaware	3	+	1	1528
NC_005823.1	1121717	1122448	unaware	2	+	1	1529
NC_005823.1	1122797	1123101	unaware	2	+	1	1530
NC_005823.1	1123915	1124626	unaware	4	+	3	1531
NC_005823.1	1124909	1125361	LIC_RS04815	1	+	1	1532
NC_005823.1	1125086	1125489	LIC_RS04815	1	+	1	1533
NC_005823.1	1125170	1125324	LIC_RS04815	1	+	2	1534
NC_005823.1	1125951	1126258	unaware	2	+	2	1535
NC_005823.1	1126128	1126482	LIC_RS04825	1	+	1	1536
NC_005823.1	1126179	1126496	LIC_RS04825	1	+	1	1537
NC_005823.1	1127587	1127977	unaware	2	+	1	1538
NC_005823.1	1128193	1128497	unaware	2	+	1	1539
NC_005823.1	1129564	1130342	unaware	3	+	2	1540
NC_005823.1	1129723	1130482	unaware	2	+	1	1541
NC_005823.1	1131513	1132265	unaware	2	+	2	1542
NC_005823.1	1132968	1133490	unaware	2	+	1	1543
NC_005823.1	1133095	1133504	unaware	2	+	1	1544
NC_005823.1	1133534	1133873	unaware	2	+	1	1545
NC_005823.1	1133966	1134228	unaware	3	+	1	1546
NC_005823.1	1134202	1134776	unaware	3	+	1	1547
NC_005823.1	1138273	1138797	unaware	2	+	1	1548
NC_005823.1	1141579	1141745	unaware	2	+	1	1549
NC_005823.1	1143166	1143393	unaware	11	+	2	1550
NC_005823.1	1144534	1145333	unaware	3	+	1	1551
NC_005823.1	1144808	1145166	unaware	2	+	1	1552
NC_005823.1	1145003	1145331	unaware	7	+	2	1553
NC_005823.1	1147925	1149032	unaware	17	+	5	1554
NC_005823.1	1149220	1149798	LIC_RS04920	15	+	2	1555
NC_005823.1	1151210	1151775	unaware	2	+	1	1556
NC_005823.1	1154032	1155111	LIC_RS04945	13	+	5	1557
NC_005823.1	1154544	1155209	LIC_RS04955	1	+	1	1558
NC_005823.1	1154569	1155195	unaware	4	+	1	1559
NC_005823.1	1157116	1157253	unaware	2	+	1	1560
NC_005823.1	1157433	1157934	unaware	2	+	1	1561
NC_005823.1	1157697	1158122	unaware	4	+	1	1562
NC_005823.1	1158437	1158692	unaware	2	+	1	1563
NC_005823.1	1158753	1159139	unaware	2	+	1	1564
NC_005823.1	1159585	1160136	unaware	2	+	1	1565
NC_005823.1	1159749	1160482	LIC_RS04970:unaware	6	+	2	1566
NC_005823.1	1159836	1160653	LIC_RS04970	1	+	1	1567
NC_005823.1	1160069	1160544	LIC_RS04970	1	+	1	1568
NC_005823.1	1160122	1160826	LIC_RS04970	1	+	1	1569
NC_005823.1	1160968	1161639	unaware	4	+	2	1570
NC_005823.1	1163818	1164435	unaware	3	+	3	1571
NC_005823.1	1164712	1165736	unaware	4	+	1	1572
NC_005823.1	1164773	1165238	unaware	3	+	1	1573
NC_005823.1	1165517	1165744	unaware	7	+	2	1574
NC_005823.1	1165758	1166332	LIC_RS04995	3	+	1	1575
NC_005823.1	1165794	1166549	LIC_RS04995	9	+	3	1576
NC_005823.1	1165830	1166383	unaware	3	+	1	1577
NC_005823.1	1167544	1168204	unaware	7	+	2	1578
NC_005823.1	1167892	1168412	unaware	2	+	2	1579
NC_005823.1	1168218	1169585	LIC_RS05005	2	+	1	1580
NC_005823.1	1168250	1169131	LIC_RS05005	44	+	5	1581
NC_005823.1	1169585	1170298	LIC_RS05015	3	+	1	1582
NC_005823.1	1169677	1170780	unaware	240	+	6	1583
NC_005823.1	1172288	1173323	LIC_RS05020:unaware	4	+	3	1584
NC_005823.1	1175168	1175510	unaware	2	+	1	1585
NC_005823.1	1175206	1175769	LIC_RS22515	3	+	2	1586
NC_005823.1	1175495	1175907	LIC_RS22515	3	+	5	1587
NC_005823.1	1176119	1176336	unaware	24	+	5	1588
NC_005823.1	1177655	1178301	unaware	2	+	2	1589
NC_005823.1	1178297	1179254	unaware	14	+	3	1590
NC_005823.1	1179245	1179900	unaware	8	+	1	1591
NC_005823.1	1181540	1181929	LIC_RS05045:unaware	2	+	2	1592
NC_005823.1	1181625	1181803	unaware	2	+	1	1593
NC_005823.1	1181929	1182348	LIC_RS05045	1	+	1	1594
NC_005823.1	1181960	1182711	LIC_RS05045	1	+	1	1595
NC_005823.1	1182050	1182580	LIC_RS05045	1	+	2	1596
NC_005823.1	1182105	1182717	unaware	27	+	5	1597
NC_005823.1	1185217	1185985	unaware	2	+	1	1598
NC_005823.1	1185751	1185979	unaware	8	+	3	1599
NC_005823.1	1186459	1186865	unaware	5	+	2	1600
NC_005823.1	1189549	1189920	unaware	2	+	1	1601
NC_005823.1	1190289	1190825	unaware	23	+	5	1602
NC_005823.1	1191060	1191588	LIC_RS05085	1	+	1	1603
NC_005823.1	1191103	1191672	LIC_RS05085	1	+	1	1604
NC_005823.1	1191270	1192778	unaware	18	+	1	1605
NC_005823.1	1194024	1194556	unaware	5	+	3	1606
NC_005823.1	1194576	1195440	unaware:LIC_RS05095	3	+	2	1607
NC_005823.1	1194689	1195409	unaware	3	+	2	1608
NC_005823.1	1194717	1195371	LIC_RS05095	30	+	6	1609
NC_005823.1	1195402	1196356	LIC_RS05100	1	+	1	1610
NC_005823.1	1195705	1196704	LIC_RS05100	1	+	1	1611
NC_005823.1	1199720	1200221	unaware	4	+	1	1612
NC_005823.1	1201553	1201939	unaware	9	+	2	1613
NC_005823.1	1203331	1204133	LIC_RS05110	6	+	6	1614
NC_005823.1	1204582	1205152	unaware	2	+	1	1615
NC_005823.1	1205046	1206380	LIC_RS05115	2	+	1	1616
NC_005823.1	1205514	1206186	unaware	4	+	1	1617
NC_005823.1	1206204	1207519	unaware	4	+	1	1618
NC_005823.1	1206473	1208267	unaware	3	+	1	1619
NC_005823.1	1207132	1208267	LIC_RS05120	1	+	1	1620
NC_005823.1	1207293	1207949	LIC_RS05125	1	+	1	1621
NC_005823.1	1207493	1208285	LIC_RS05125	1	+	1	1622
NC_005823.1	1207792	1208533	LIC_RS05125:unaware:unaware	22	+	3	1623
NC_005823.1	1210160	1211184	LIC_RS05130	13	+	4	1624
NC_005823.1	1210261	1210671	LIC_RS05130	1	+	1	1625
NC_005823.1	1210293	1211398	LIC_RS05130	1	+	1	1626
NC_005823.1	1210317	1211308	LIC_RS05130	2	+	1	1627
NC_005823.1	1212726	1213210	unaware	8	+	5	1628
NC_005823.1	1213527	1214336	LIC_RS05140	48	+	5	1629
NC_005823.1	1214560	1214796	LIC_RS20475	1	+	1	1630
NC_005823.1	1214611	1215470	LIC_RS20475:LIC_RS05150	1	+	2	1631
NC_005823.1	1214846	1216007	LIC_RS05150	2	+	1	1632
NC_005823.1	1215352	1216007	LIC_RS05150	1	+	1	1633
NC_005823.1	1217103	1217719	unaware	2	+	1	1634
NC_005823.1	1217336	1217684	unaware	3	+	3	1635
NC_005823.1	1218089	1218794	unaware	3	+	1	1636
NC_005823.1	1218185	1219573	LIC_RS05160	5	+	2	1637
NC_005823.1	1218372	1218794	LIC_RS05160	1	+	1	1638
NC_005823.1	1219322	1219607	LIC_RS22175	2	+	1	1639
NC_005823.1	1219381	1219763	LIC_RS22175	2	+	1	1640
NC_005823.1	1219412	1220046	LIC_RS22175	4	+	2	1641
NC_005823.1	1225144	1225702	LIC_RS05205	1	+	1	1642
NC_005823.1	1225170	1225670	LIC_RS05205	1	+	1	1643
