chrom	strand	start	end	numGenes	numOfReads	genesIncluded
NC_005823.1	+	1377647	1379304	2	11	LIC_RS05755:LIC_RS05760
NC_005823.1	+	1378389	1380567	1	54	LIC_RS05760
NC_005823.1	+	1380013	1381024	2	3	LIC_RS05760:LIC_RS05765
NC_005823.1	+	1380579	1381450	1	26	LIC_RS05765
NC_005823.1	+	1382906	1383521	1	3	LIC_RS05775
NC_005823.1	+	1383170	1383583	2	1	LIC_RS05775:LIC_RS05780
NC_005823.1	+	1383610	1384878	1	11	LIC_RS05780
NC_005823.1	+	1386033	1386679	1	31	LIC_RS05785
NC_005823.1	+	1386034	1387619	2	12	LIC_RS05785:LIC_RS05790
NC_005823.1	+	1386657	1387802	1	77	LIC_RS05790
NC_005823.1	+	1387466	1389228	2	25	LIC_RS05790:LIC_RS05795
NC_005823.1	+	1387865	1389454	1	35	LIC_RS05795
NC_005823.1	+	1399117	1400027	1	55	LIC_RS05845
NC_005823.1	+	1399127	1400845	2	66	LIC_RS05845:LIC_RS05850
NC_005823.1	+	1399655	1401019	3	2	LIC_RS05845:LIC_RS05850:LIC_RS05855
NC_005823.1	+	1399748	1403616	4	1	LIC_RS05845:LIC_RS05850:LIC_RS05855:LIC_RS05860
NC_005823.1	+	1400100	1400856	1	47	LIC_RS05850
NC_005823.1	+	1400170	1401887	2	45	LIC_RS05850:LIC_RS05855
NC_005823.1	+	1400885	1402119	1	60	LIC_RS05855
NC_005823.1	+	1400971	1402744	2	15	LIC_RS05855:LIC_RS05860
NC_005823.1	+	1401981	1404247	1	61	LIC_RS05860
NC_005823.1	+	1407781	1408433	1	34	LIC_RS05880
NC_005823.1	+	1407827	1409801	2	44	LIC_RS05880:LIC_RS05885
NC_005823.1	+	1407829	1410526	3	2	LIC_RS05880:LIC_RS05885:LIC_RS05890
NC_005823.1	+	1408484	1410051	1	58	LIC_RS05885
NC_005823.1	+	1409257	1410359	2	2	LIC_RS05885:LIC_RS05890
NC_005823.1	+	1409864	1410956	1	16	LIC_RS05890
NC_005823.1	+	1413739	1414769	1	8	LIC_RS05905
NC_005823.1	+	1414990	1415846	1	16	LIC_RS05910
NC_005823.1	+	1415767	1417301	1	48	LIC_RS05915
NC_005823.1	+	1417594	1418896	1	481	LIC_RS05920
NC_005823.1	+	1417856	1419432	2	260	LIC_RS05920:LIC_RS05925
NC_005823.1	+	1418931	1420156	1	41	LIC_RS05925
NC_005823.1	+	1419841	1421424	1	16	LIC_RS05930
NC_005823.1	+	1423199	1424208	1	85	LIC_RS05940
NC_005823.1	+	1423205	1424331	2	2	LIC_RS05940:LIC_RS05945
NC_005823.1	+	1424005	1425579	1	22	LIC_RS05945
NC_005823.1	+	1428277	1429362	1	14	LIC_RS05965
NC_005823.1	+	1430691	1431669	1	74	LIC_RS05975
NC_005823.1	+	1431038	1432436	2	1	LIC_RS05975:LIC_RS05980
NC_005823.1	+	1431834	1433086	1	36	LIC_RS05980
NC_005823.1	+	1432099	1433676	2	5	LIC_RS05980:LIC_RS05985
NC_005823.1	+	1432734	1433836	3	1	LIC_RS05980:LIC_RS05985:LIC_RS05990
NC_005823.1	+	1432908	1434534	2	59	LIC_RS05985:LIC_RS05990
NC_005823.1	+	1432910	1433678	1	82	LIC_RS05985
NC_005823.1	+	1433660	1434586	1	15	LIC_RS05990
NC_005823.1	+	1435265	1437198	1	138	LIC_RS06010
NC_005823.1	+	1436051	1438284	2	55	LIC_RS06010:LIC_RS06015
NC_005823.1	+	1437214	1438280	1	26	LIC_RS06015
NC_005823.1	+	1439045	1440808	1	43	LIC_RS06025
NC_005823.1	+	1439883	1442470	3	1	LIC_RS06025:LIC_RS06030:LIC_RS06035
NC_005823.1	+	1440080	1441186	2	7	LIC_RS06025:LIC_RS06030
NC_005823.1	+	1440766	1441847	1	16	LIC_RS06030
NC_005823.1	+	1441976	1444560	1	98	LIC_RS06035
NC_005823.1	+	1444799	1447233	1	123	LIC_RS06045
NC_005823.1	+	1446583	1447978	2	17	LIC_RS06045:LIC_RS06050
NC_005823.1	+	1447056	1448099	1	240	LIC_RS06050
NC_005823.1	+	1450306	1451400	2	4	LIC_RS06065:LIC_RS06070
NC_005823.1	+	1450309	1450608	1	3	LIC_RS06065
NC_005823.1	+	1450863	1451770	1	10	LIC_RS06070
NC_005823.1	+	1452183	1453747	1	53	LIC_RS06075
NC_005823.1	+	1452184	1454465	2	53	LIC_RS06075:LIC_RS06080
NC_005823.1	+	1453744	1454766	1	2439	LIC_RS06080
NC_005823.1	+	1456847	1458114	1	15	LIC_RS06090
NC_005823.1	+	1457558	1458465	2	2	LIC_RS06090:LIC_RS06095
NC_005823.1	+	1457970	1459373	1	35	LIC_RS06095
NC_005823.1	+	1459581	1461595	1	280	LIC_RS06100
NC_005823.1	+	1460017	1462397	2	95	LIC_RS06100:LIC_RS06105
NC_005823.1	+	1460017	1463940	3	2	LIC_RS06100:LIC_RS06105:LIC_RS06110
NC_005823.1	+	1460994	1464069	4	2	LIC_RS06100:LIC_RS06105:LIC_RS06110:LIC_RS06115
NC_005823.1	+	1461590	1464000	2	69	LIC_RS06105:LIC_RS06110
NC_005823.1	+	1461591	1462404	1	59	LIC_RS06105
NC_005823.1	+	1461891	1464066	3	12	LIC_RS06105:LIC_RS06110:LIC_RS06115
NC_005823.1	+	1462392	1464046	1	210	LIC_RS06110
NC_005823.1	+	1462397	1464382	2	89	LIC_RS06110:LIC_RS06115
NC_005823.1	+	1463821	1466432	1	172	LIC_RS06115
NC_005823.1	+	1467141	1467871	1	7	LIC_RS06125
NC_005823.1	+	1468396	1469082	2	56	LIC_RS06130:LIC_RS06135
NC_005823.1	+	1468407	1468630	1	19	LIC_RS06130
NC_005823.1	+	1468779	1469514	1	14	LIC_RS06135
NC_005823.1	+	1472120	1473282	1	127	LIC_RS06155
NC_005823.1	+	1472130	1475647	3	140	LIC_RS06155:LIC_RS06160:LIC_RS06165
NC_005823.1	+	1472252	1473688	2	68	LIC_RS06155:LIC_RS06160
NC_005823.1	+	1473297	1475353	2	200	LIC_RS06160:LIC_RS06165
NC_005823.1	+	1473343	1473685	1	16	LIC_RS06160
NC_005823.1	+	1473694	1475785	1	279	LIC_RS06165
NC_005823.1	+	1475241	1478160	1	52	LIC_RS06170
NC_005823.1	+	1477177	1478559	2	3	LIC_RS06170:LIC_RS06175
NC_005823.1	+	1478218	1480837	1	106	LIC_RS06175
NC_005823.1	+	1478837	1481203	2	22	LIC_RS06175:LIC_RS06180
NC_005823.1	+	1479638	1482510	3	21	LIC_RS06175:LIC_RS06180:LIC_RS06185
NC_005823.1	+	1479789	1483237	4	1	LIC_RS06175:LIC_RS06180:LIC_RS06185:LIC_RS06190
NC_005823.1	+	1480907	1482822	2	34	LIC_RS06180:LIC_RS06185
NC_005823.1	+	1480907	1481343	1	11	LIC_RS06180
NC_005823.1	+	1481255	1483133	3	2	LIC_RS06180:LIC_RS06185:LIC_RS06190
NC_005823.1	+	1481368	1482785	1	36	LIC_RS06185
NC_005823.1	+	1481426	1483655	2	18	LIC_RS06185:LIC_RS06190
NC_005823.1	+	1482836	1484094	1	96	LIC_RS06190
NC_005823.1	+	1484642	1485829	1	20	LIC_RS06200
NC_005823.1	+	1486234	1487365	1	83	LIC_RS06205
NC_005823.1	+	1490278	1493017	1	162	LIC_RS06225
NC_005823.1	+	1495527	1496200	1	2	LIC_RS06245
NC_005823.1	+	1497127	1499772	1	51	LIC_RS06255
NC_005823.1	+	1497871	1500134	2	3	LIC_RS06255:LIC_RS06265
NC_005823.1	+	1499818	1501227	1	14	LIC_RS06265
NC_005823.1	+	1501926	1503291	1	487	LIC_RS06275
NC_005823.1	+	1501946	1504978	2	46	LIC_RS06275:LIC_RS06280
NC_005823.1	+	1502827	1505034	1	452	LIC_RS06280
NC_005823.1	+	1506496	1510592	1	103	LIC_RS06285
NC_005823.1	+	1510536	1512615	1	22	LIC_RS06290
NC_005823.1	+	1513468	1515180	1	27	LIC_RS06300
NC_005823.1	+	1521384	1524485	1	54	LIC_RS06330
NC_005823.1	+	1525945	1527488	1	247	LIC_RS06345
NC_005823.1	+	1526505	1528770	3	18	LIC_RS06345:LIC_RS06350:LIC_RS06355
NC_005823.1	+	1526506	1527990	2	98	LIC_RS06345:LIC_RS06350
NC_005823.1	+	1527528	1528637	2	6	LIC_RS06350:LIC_RS06355
NC_005823.1	+	1527569	1528041	1	4	LIC_RS06350
NC_005823.1	+	1527781	1528826	1	34	LIC_RS06355
NC_005823.1	+	1528331	1529276	2	5	LIC_RS06355:LIC_RS06360
NC_005823.1	+	1528656	1529294	1	13	LIC_RS06360
NC_005823.1	+	1528754	1529302	2	3	LIC_RS06360:LIC_RS06365
NC_005823.1	+	1529199	1530347	1	135	LIC_RS06365
NC_005823.1	+	1529418	1530679	2	34	LIC_RS06365:LIC_RS06370
NC_005823.1	+	1530025	1531170	3	28	LIC_RS06365:LIC_RS06370:LIC_RS06375
NC_005823.1	+	1530151	1531749	4	16	LIC_RS06365:LIC_RS06370:LIC_RS06375:LIC_RS06380
NC_005823.1	+	1530320	1531834	5	2	LIC_RS06365:LIC_RS06370:LIC_RS06375:LIC_RS06380:LIC_RS06385
NC_005823.1	+	1530359	1530685	1	111	LIC_RS06370
NC_005823.1	+	1530359	1531214	2	295	LIC_RS06370:LIC_RS06375
NC_005823.1	+	1530359	1531761	3	197	LIC_RS06370:LIC_RS06375:LIC_RS06380
NC_005823.1	+	1530360	1532531	4	22	LIC_RS06370:LIC_RS06375:LIC_RS06380:LIC_RS06385
NC_005823.1	+	1530688	1531186	1	27	LIC_RS06375
NC_005823.1	+	1530688	1533212	3	22	LIC_RS06375:LIC_RS06380:LIC_RS06385
NC_005823.1	+	1530693	1531749	2	72	LIC_RS06375:LIC_RS06380
NC_005823.1	+	1531227	1531761	1	24	LIC_RS06380
NC_005823.1	+	1531258	1533211	2	28	LIC_RS06380:LIC_RS06385
NC_005823.1	+	1531518	1533519	3	1	LIC_RS06380:LIC_RS06385:LIC_RS06390
NC_005823.1	+	1531781	1533287	1	428	LIC_RS06385
NC_005823.1	+	1531825	1535915	4	3	LIC_RS06385:LIC_RS06390:LIC_RS06395:LIC_RS06400
NC_005823.1	+	1531918	1534723	3	14	LIC_RS06385:LIC_RS06390:LIC_RS06395
NC_005823.1	+	1531992	1534150	2	191	LIC_RS06385:LIC_RS06390
NC_005823.1	+	1533283	1534151	1	139	LIC_RS06390
NC_005823.1	+	1533294	1535415	2	50	LIC_RS06390:LIC_RS06395
NC_005823.1	+	1533551	1535937	3	5	LIC_RS06390:LIC_RS06395:LIC_RS06400
NC_005823.1	+	1533785	1536064	4	1	LIC_RS06390:LIC_RS06395:LIC_RS06400:LIC_RS06405
NC_005823.1	+	1534159	1535566	1	228	LIC_RS06395
NC_005823.1	+	1534160	1536043	2	184	LIC_RS06395:LIC_RS06400
NC_005823.1	+	1534911	1536279	3	9	LIC_RS06395:LIC_RS06400:LIC_RS06405
NC_005823.1	+	1534911	1537167	4	2	LIC_RS06395:LIC_RS06400:LIC_RS06405:LIC_RS06410
NC_005823.1	+	1535640	1535995	1	22	LIC_RS06400
NC_005823.1	+	1535740	1536328	2	11	LIC_RS06400:LIC_RS06405
NC_005823.1	+	1535742	1539056	3	6	LIC_RS06400:LIC_RS06405:LIC_RS06410
NC_005823.1	+	1535985	1537848	2	23	LIC_RS06405:LIC_RS06410
NC_005823.1	+	1536010	1536329	1	36	LIC_RS06405
NC_005823.1	+	1536338	1539648	1	366	LIC_RS06410
NC_005823.1	+	1537179	1541422	2	92	LIC_RS06410:LIC_RS06415
NC_005823.1	+	1539541	1541861	3	1	LIC_RS06410:LIC_RS06415:LIC_RS06420
NC_005823.1	+	1539661	1541781	1	99	LIC_RS06415
NC_005823.1	+	1540899	1542068	2	10	LIC_RS06415:LIC_RS06420
NC_005823.1	+	1541982	1543390	1	32	LIC_RS06420
NC_005823.1	+	1542867	1544389	2	17	LIC_RS06420:LIC_RS06425
NC_005823.1	+	1543333	1544778	1	23	LIC_RS06425
NC_005823.1	+	1547140	1547537	1	2	LIC_RS06445
NC_005823.1	+	1549097	1550021	1	11	LIC_RS23315
NC_005823.1	+	1554251	1555421	1	703	LIC_RS06475
NC_005823.1	+	1554251	1556429	2	134	LIC_RS06475:LIC_RS06480
NC_005823.1	+	1555356	1556511	1	139	LIC_RS06480
NC_005823.1	+	1555749	1556926	2	30	LIC_RS06480:LIC_RS06485
NC_005823.1	+	1555772	1557130	3	2	LIC_RS06480:LIC_RS06485:LIC_RS06490
NC_005823.1	+	1556559	1556824	1	1	LIC_RS06485
NC_005823.1	+	1556867	1557295	2	10	LIC_RS06485:LIC_RS06490
NC_005823.1	+	1557142	1558959	1	307	LIC_RS06490
NC_005823.1	+	1558139	1560164	2	36	LIC_RS06490:LIC_RS06495
NC_005823.1	+	1558993	1560861	1	143	LIC_RS06495
NC_005823.1	+	1560386	1561304	2	1	LIC_RS06495:LIC_RS06500
NC_005823.1	+	1560518	1562186	1	104	LIC_RS06500
NC_005823.1	+	1562887	1563404	1	14	LIC_RS23320
NC_005823.1	+	1563472	1564709	1	159	LIC_RS06515
NC_005823.1	+	1573781	1575651	1	757	LIC_RS06555
NC_005823.1	+	1574387	1575705	2	7	LIC_RS06555:LIC_RS06565
NC_005823.1	+	1575436	1576398	1	31	LIC_RS06565
NC_005823.1	+	1575668	1577857	2	30	LIC_RS06565:LIC_RS06570
NC_005823.1	+	1575860	1578312	3	2	LIC_RS06565:LIC_RS06570:LIC_RS06575
NC_005823.1	+	1576464	1577890	1	102	LIC_RS06570
NC_005823.1	+	1576646	1578830	2	57	LIC_RS06570:LIC_RS06575
NC_005823.1	+	1577286	1579238	3	1	LIC_RS06570:LIC_RS06575:LIC_RS06580
NC_005823.1	+	1577937	1578831	1	17	LIC_RS06575
NC_005823.1	+	1578010	1579483	2	1	LIC_RS06575:LIC_RS06580
NC_005823.1	+	1579078	1581331	1	184	LIC_RS06580
NC_005823.1	+	1581294	1582909	2	1	LIC_RS06585:LIC_RS06590
NC_005823.1	+	1581630	1582500	1	9	LIC_RS06585
NC_005823.1	+	1582476	1583505	1	9	LIC_RS06590
NC_005823.1	+	1585028	1586228	1	23	LIC_RS06605
NC_005823.1	+	1586870	1587919	1	10	LIC_RS06615
NC_005823.1	+	1586886	1587995	2	5	LIC_RS06615:LIC_RS06620
NC_005823.1	+	1587933	1588610	1	31	LIC_RS06620
NC_005823.1	+	1588655	1591555	1	66	LIC_RS06630
NC_005823.1	+	1590133	1592301	2	23	LIC_RS06630:LIC_RS06635
NC_005823.1	+	1591601	1593196	1	41	LIC_RS06635
NC_005823.1	+	1592775	1594736	1	7	LIC_RS06640
NC_005823.1	+	1595184	1596356	1	11	LIC_RS06645
NC_005823.1	+	1596358	1597241	1	13	LIC_RS06650
NC_005823.1	+	1600494	1602654	1	22	LIC_RS06660
NC_005823.1	+	1600744	1602932	2	5	LIC_RS06660:LIC_RS06670
NC_005823.1	+	1602738	1604043	1	20	LIC_RS06670
NC_005823.1	+	1603298	1604524	2	10	LIC_RS06670:LIC_RS06675
NC_005823.1	+	1603832	1604727	1	9	LIC_RS06675
NC_005823.1	+	1604577	1605128	1	2	LIC_RS23325
NC_005823.1	+	1605120	1606975	1	144	LIC_RS06680
NC_005823.1	+	1606423	1608780	1	196	LIC_RS06685
NC_005823.1	+	1609858	1611763	1	18	LIC_RS06705
NC_005823.1	+	1610562	1612381	2	22	LIC_RS06705:LIC_RS06710
NC_005823.1	+	1611860	1612906	1	23	LIC_RS06710
NC_005823.1	+	1612390	1613787	2	32	LIC_RS06710:LIC_RS06715
NC_005823.1	+	1612927	1613975	1	24	LIC_RS06715
NC_005823.1	+	1618359	1619476	1	62	LIC_RS06745
NC_005823.1	+	1618362	1620428	2	73	LIC_RS06745:LIC_RS06750
NC_005823.1	+	1619487	1621328	2	24	LIC_RS06750:LIC_RS06755
NC_005823.1	+	1619488	1620494	1	27	LIC_RS06750
NC_005823.1	+	1620523	1622087	1	55	LIC_RS06755
NC_005823.1	+	1620531	1622367	2	7	LIC_RS06755:LIC_RS06760
NC_005823.1	+	1621810	1622493	1	9	LIC_RS06760
NC_005823.1	+	1623412	1623737	1	1	LIC_RS06765
NC_005823.1	+	1623694	1624602	2	3	LIC_RS06765:LIC_RS06770
NC_005823.1	+	1624893	1626342	1	15	LIC_RS06770
NC_005823.1	+	1626055	1627477	2	8	LIC_RS06770:LIC_RS22550
NC_005823.1	+	1630580	1632530	1	30	LIC_RS06785
NC_005823.1	+	1632552	1634582	1	57	LIC_RS06790
NC_005823.1	+	1635257	1637926	3	46	LIC_RS06795:LIC_RS06800:LIC_RS06805
NC_005823.1	+	1635258	1636955	2	133	LIC_RS06795:LIC_RS06800
NC_005823.1	+	1635259	1636070	1	452	LIC_RS06795
NC_005823.1	+	1635260	1638600	4	1	LIC_RS06795:LIC_RS06800:LIC_RS06805:LIC_RS06810
NC_005823.1	+	1636078	1636969	1	80	LIC_RS06800
NC_005823.1	+	1636080	1637926	2	69	LIC_RS06800:LIC_RS06805
NC_005823.1	+	1636880	1638612	3	1	LIC_RS06800:LIC_RS06805:LIC_RS06810
NC_005823.1	+	1636995	1637955	1	77	LIC_RS06805
NC_005823.1	+	1637000	1639035	2	41	LIC_RS06805:LIC_RS06810
NC_005823.1	+	1637284	1639854	3	3	LIC_RS06805:LIC_RS06810:LIC_RS06815
NC_005823.1	+	1637983	1639064	1	154	LIC_RS06810
NC_005823.1	+	1637984	1639982	2	79	LIC_RS06810:LIC_RS06815
NC_005823.1	+	1639074	1639796	1	29	LIC_RS06815
NC_005823.1	+	1644997	1645819	1	32	LIC_RS06840
NC_005823.1	+	1650817	1653796	1	23	LIC_RS06865
NC_005823.1	+	1653286	1653952	2	1	LIC_RS06865:LIC_RS06870
NC_005823.1	+	1653586	1654521	1	61	LIC_RS06870
NC_005823.1	+	1653804	1654933	2	20	LIC_RS06870:LIC_RS06875
NC_005823.1	+	1654161	1654870	1	43	LIC_RS06875
NC_005823.1	+	1654289	1655325	2	1	LIC_RS06875:LIC_RS06880
NC_005823.1	+	1654726	1655386	1	11	LIC_RS06880
NC_005823.1	+	1656554	1659538	1	23	LIC_RS06890
NC_005823.1	+	1665042	1665608	1	12	LIC_RS23330
NC_005823.1	+	1667798	1669085	1	245	LIC_RS06950
NC_005823.1	+	1667851	1670154	2	231	LIC_RS06950:LIC_RS06955
NC_005823.1	+	1667887	1670868	3	17	LIC_RS06950:LIC_RS06955:LIC_RS06960
NC_005823.1	+	1669079	1670153	1	218	LIC_RS06955
NC_005823.1	+	1669098	1671246	2	76	LIC_RS06955:LIC_RS06960
NC_005823.1	+	1670050	1670988	1	73	LIC_RS06960
NC_005823.1	+	1672677	1674326	1	7	LIC_RS06970
NC_005823.1	+	1677038	1679672	1	67	LIC_RS06985
NC_005823.1	+	1680227	1681133	1	139	LIC_RS07000
NC_005823.1	+	1680298	1682722	2	78	LIC_RS07000:LIC_RS07005
NC_005823.1	+	1681235	1683081	1	59	LIC_RS07005
NC_005823.1	+	1683594	1686205	1	49	LIC_RS07015
NC_005823.1	+	1685276	1687040	2	5	LIC_RS07015:LIC_RS07020
NC_005823.1	+	1685868	1687041	1	64	LIC_RS07020
NC_005823.1	+	1686220	1688338	3	1	LIC_RS07020:LIC_RS07025:LIC_RS07030
NC_005823.1	+	1686224	1687125	2	1	LIC_RS07020:LIC_RS07025
NC_005823.1	+	1686648	1688163	1	282	LIC_RS07025
NC_005823.1	+	1686875	1688949	2	171	LIC_RS07025:LIC_RS07030
NC_005823.1	+	1688202	1688991	1	168	LIC_RS07030
NC_005823.1	+	1688317	1689561	2	24	LIC_RS07030:LIC_RS07035
NC_005823.1	+	1689006	1689758	1	18	LIC_RS07035
NC_005823.1	+	1689391	1690077	2	11	LIC_RS07035:LIC_RS07040
NC_005823.1	+	1689540	1690442	3	2	LIC_RS07035:LIC_RS07040:LIC_RS07045
NC_005823.1	+	1689850	1690328	2	4	LIC_RS07040:LIC_RS07045
NC_005823.1	+	1690104	1690847	1	4	LIC_RS07045
NC_005823.1	+	1690112	1691545	2	61	LIC_RS07045:LIC_RS07050
NC_005823.1	+	1690869	1692813	1	66	LIC_RS07050
NC_005823.1	+	1691580	1694522	2	52	LIC_RS07050:LIC_RS07055
NC_005823.1	+	1692809	1694971	1	111	LIC_RS07055
NC_005823.1	+	1692911	1695832	2	33	LIC_RS07055:LIC_RS07060
NC_005823.1	+	1694935	1696291	1	141	LIC_RS07060
NC_005823.1	+	1694945	1697205	2	250	LIC_RS07060:LIC_RS07065
NC_005823.1	+	1696024	1697752	3	10	LIC_RS07060:LIC_RS07065:LIC_RS07070
NC_005823.1	+	1696060	1698457	4	4	LIC_RS07060:LIC_RS07065:LIC_RS07070:LIC_RS07075
NC_005823.1	+	1696286	1697207	1	149	LIC_RS07065
NC_005823.1	+	1696393	1697791	2	49	LIC_RS07065:LIC_RS07070
NC_005823.1	+	1696509	1698414	3	14	LIC_RS07065:LIC_RS07070:LIC_RS07075
NC_005823.1	+	1697208	1697813	1	44	LIC_RS07070
NC_005823.1	+	1697290	1698465	2	62	LIC_RS07070:LIC_RS07075
NC_005823.1	+	1697621	1698829	3	1	LIC_RS07070:LIC_RS07075:LIC_RS07080
NC_005823.1	+	1697697	1698617	1	368	LIC_RS07075
NC_005823.1	+	1697772	1700596	2	167	LIC_RS07075:LIC_RS07080
NC_005823.1	+	1698619	1700614	1	251	LIC_RS07080
NC_005823.1	+	1698637	1701033	2	43	LIC_RS07080:LIC_RS07085
NC_005823.1	+	1700022	1701189	3	2	LIC_RS07080:LIC_RS07085:LIC_RS07090
NC_005823.1	+	1700627	1701033	1	15	LIC_RS07085
NC_005823.1	+	1700643	1702078	2	14	LIC_RS07085:LIC_RS07090
NC_005823.1	+	1700989	1702081	1	32	LIC_RS07090
NC_005823.1	+	1701419	1703072	3	15	LIC_RS07090:LIC_RS07095:LIC_RS20745
NC_005823.1	+	1701523	1702247	2	8	LIC_RS07090:LIC_RS07095
NC_005823.1	+	1702259	1703248	2	10	LIC_RS07095:LIC_RS20745
NC_005823.1	+	1702481	1703553	1	20	LIC_RS20745
NC_005823.1	+	1709620	1711328	1	141	LIC_RS07130
NC_005823.1	+	1709629	1712273	2	107	LIC_RS07130:LIC_RS07135
NC_005823.1	+	1710534	1712963	3	11	LIC_RS07130:LIC_RS07135:LIC_RS07140
NC_005823.1	+	1711343	1712285	1	28	LIC_RS07135
NC_005823.1	+	1711359	1713046	2	67	LIC_RS07135:LIC_RS07140
NC_005823.1	+	1712056	1713791	3	2	LIC_RS07135:LIC_RS07140:LIC_RS07145
NC_005823.1	+	1712315	1713242	1	59	LIC_RS07140
NC_005823.1	+	1712339	1714036	2	39	LIC_RS07140:LIC_RS07145
NC_005823.1	+	1713254	1714417	1	19	LIC_RS07145
NC_005823.1	+	1716880	1718486	1	47	LIC_RS07160
NC_005823.1	+	1726485	1728739	1	340	LIC_RS07195
NC_005823.1	+	1733615	1735546	1	330	LIC_RS07215
NC_005823.1	+	1733838	1736539	2	72	LIC_RS07215:LIC_RS07220
NC_005823.1	+	1735564	1737346	1	152	LIC_RS07220
NC_005823.1	+	1741092	1741875	1	37	LIC_RS07245
NC_005823.1	+	1741968	1743346	1	212	LIC_RS07255
NC_005823.1	+	1742171	1743933	2	159	LIC_RS07255:LIC_RS07260
NC_005823.1	+	1742211	1745315	3	86	LIC_RS07255:LIC_RS07260:LIC_RS07265
NC_005823.1	+	1743359	1745429	2	243	LIC_RS07260:LIC_RS07265
NC_005823.1	+	1743368	1743952	1	62	LIC_RS07260
NC_005823.1	+	1743947	1745661	1	326	LIC_RS07265
NC_005823.1	+	1750087	1750894	1	146	LIC_RS07290
NC_005823.1	+	1750259	1751393	2	154	LIC_RS07290:LIC_RS07295
NC_005823.1	+	1750268	1751832	3	27	LIC_RS07290:LIC_RS07295:LIC_RS07300
NC_005823.1	+	1750912	1751392	1	34	LIC_RS07295
NC_005823.1	+	1750915	1752082	2	22	LIC_RS07295:LIC_RS07300
NC_005823.1	+	1751217	1752600	3	1	LIC_RS07295:LIC_RS07300:LIC_RS07305
NC_005823.1	+	1751289	1752533	1	19	LIC_RS07300
NC_005823.1	+	1751642	1752760	2	4	LIC_RS07300:LIC_RS07305
NC_005823.1	+	1752518	1753784	1	16	LIC_RS07305
NC_005823.1	+	1753593	1753901	2	3	LIC_RS07305:LIC_RS07310
NC_005823.1	+	1753852	1756684	3	1	LIC_RS07310:LIC_RS07320:LIC_RS07325
NC_005823.1	+	1753897	1754919	1	11	LIC_RS07310
NC_005823.1	+	1754930	1755153	2	2	LIC_RS07310:LIC_RS07320
NC_005823.1	+	1755215	1756499	2	8	LIC_RS07320:LIC_RS07325
NC_005823.1	+	1755673	1757279	1	25	LIC_RS07325
NC_005823.1	+	1758068	1759190	1	142	LIC_RS07335
NC_005823.1	+	1761397	1763767	1	112	LIC_RS07345
NC_005823.1	+	1762130	1765311	2	21	LIC_RS07345:LIC_RS07350
NC_005823.1	+	1763744	1765904	1	118	LIC_RS07350
NC_005823.1	+	1771729	1774028	1	260	LIC_RS07370
NC_005823.1	+	1773286	1775859	1	112	LIC_RS07375
NC_005823.1	+	1774754	1777443	2	36	LIC_RS07375:LIC_RS07380
NC_005823.1	+	1775933	1777874	1	84	LIC_RS07380
NC_005823.1	+	1779560	1781696	1	129	LIC_RS07400
NC_005823.1	+	1783089	1784717	1	60	LIC_RS07415
NC_005823.1	+	1785203	1786726	1	90	LIC_RS07420
NC_005823.1	+	1789959	1791540	1	150	LIC_RS07445
NC_005823.1	+	1790844	1792195	2	6	LIC_RS07445:LIC_RS07450
NC_005823.1	+	1790971	1792717	3	5	LIC_RS07445:LIC_RS07450:LIC_RS07455
NC_005823.1	+	1791543	1792375	1	40	LIC_RS07450
NC_005823.1	+	1791544	1793932	2	50	LIC_RS07450:LIC_RS07455
NC_005823.1	+	1792413	1795978	1	238	LIC_RS07455
NC_005823.1	+	1793868	1796637	2	38	LIC_RS07455:LIC_RS07460
NC_005823.1	+	1795184	1797024	3	3	LIC_RS07455:LIC_RS07460:LIC_RS07465
NC_005823.1	+	1795971	1796738	1	392	LIC_RS07460
NC_005823.1	+	1796011	1797506	2	136	LIC_RS07460:LIC_RS07465
NC_005823.1	+	1796020	1798380	3	5	LIC_RS07460:LIC_RS07465:LIC_RS07470
NC_005823.1	+	1796831	1797519	1	56	LIC_RS07465
NC_005823.1	+	1796887	1799216	2	45	LIC_RS07465:LIC_RS07470
NC_005823.1	+	1797632	1800580	1	107	LIC_RS07470
NC_005823.1	+	1800037	1801040	2	8	LIC_RS07470:LIC_RS07475
NC_005823.1	+	1800689	1802023	1	37	LIC_RS07475
NC_005823.1	+	1801288	1802485	3	7	LIC_RS07475:LIC_RS07480:LIC_RS07485
NC_005823.1	+	1801737	1802310	2	4	LIC_RS07475:LIC_RS07480
NC_005823.1	+	1802003	1803176	2	102	LIC_RS07480:LIC_RS07485
NC_005823.1	+	1802004	1802310	1	6	LIC_RS07480
NC_005823.1	+	1802318	1803740	1	102	LIC_RS07485
NC_005823.1	+	1802600	1804815	2	68	LIC_RS07485:LIC_RS07490
NC_005823.1	+	1803789	1805106	1	63	LIC_RS07490
NC_005823.1	+	1813189	1814819	1	117	LIC_RS07520
NC_005823.1	+	1813199	1815749	2	51	LIC_RS07520:LIC_RS07525
NC_005823.1	+	1814811	1815717	1	60	LIC_RS07525
NC_005823.1	+	1820883	1821544	1	188	LIC_RS22980
NC_005823.1	+	1820931	1821796	2	1	LIC_RS22980:LIC_RS07555
NC_005823.1	+	1821691	1823013	1	152	LIC_RS07555
NC_005823.1	+	1821700	1823211	2	35	LIC_RS07555:LIC_RS07560
NC_005823.1	+	1823158	1824738	1	22	LIC_RS07560
